STATE.,Ratio,Race,Condition,State.Name
MN,0.190745839,Hispanic,Senior,MINNESOTA
MN,0.65479006,Asian,Senior,MINNESOTA
MN,0.498178914,American Indian or Alaska Native,Senior,MINNESOTA
MN,0.312359573,Native Hawaian or Pacific Islander,Senior,MINNESOTA
MN,1.011400676,White,Asthma,MINNESOTA
MN,1.323925892,Black,Asthma,MINNESOTA
MN,0.559532004,Hispanic,Asthma,MINNESOTA
MN,5.377935977,Asian,Asthma,MINNESOTA
MN,0.046231807,Native Hawaian or Pacific Islander,Asthma,MINNESOTA
MN,2.536432489,American Indian or Alaska Native,Asthma,MINNESOTA
MN,1.054973646,White,COPD,MINNESOTA
MN,0.926823477,Black,COPD,MINNESOTA
MN,0.495809637,Hispanic,COPD,MINNESOTA
MN,2.09955842,Asian,COPD,MINNESOTA
MN,0.023342915,Native Hawaian or Pacific Islander,COPD,MINNESOTA
MN,4.282813818,American Indian or Alaska Native,COPD,MINNESOTA
MN,1.00892334,White,Diabetes,MINNESOTA
MN,1.075206341,Black,Diabetes,MINNESOTA
MN,0.904789051,Hispanic,Diabetes,MINNESOTA
MN,5.833012703,Asian,Diabetes,MINNESOTA
MN,0.023313099,Native Hawaian or Pacific Islander,Diabetes,MINNESOTA
MN,2.887243249,American Indian or Alaska Native,Diabetes,MINNESOTA
MN,1.005478132,White,Kidney Disease,MINNESOTA
MN,1.354133863,Black,Kidney Disease,MINNESOTA
MN,0.745348059,Hispanic,Kidney Disease,MINNESOTA
MN,4.475807278,Asian,Kidney Disease,MINNESOTA
MN,2.656142671,American Indian or Alaska Native,Kidney Disease,MINNESOTA
MN,NA,Native Hawaian or Pacific Islander,Kidney Disease,MINNESOTA
MN,1.056265337,White,Obesity,MINNESOTA
MN,0.919475293,Black,Obesity,MINNESOTA
MN,0.654553882,Hispanic,Obesity,MINNESOTA
MN,4.752713054,Asian,Obesity,MINNESOTA
MN,1.725642447,American Indian or Alaska Native,Obesity,MINNESOTA
MN,0.033012291,Native Hawaian or Pacific Islander,Obesity,MINNESOTA
MN,1.003725432,White,Smoking,MINNESOTA
MN,1.208945944,Black,Smoking,MINNESOTA
MN,0.726909254,Hispanic,Smoking,MINNESOTA
MN,4.856660537,Asian,Smoking,MINNESOTA
MN,0.035924484,Native Hawaian or Pacific Islander,Smoking,MINNESOTA
MN,3.310665641,American Indian or Alaska Native,Smoking,MINNESOTA
MS,1.269743223,White,Senior,MISSISSIPPI
MS,0.681771209,Black,Senior,MISSISSIPPI
MS,0.313092929,Hispanic,Senior,MISSISSIPPI
MS,1.113180289,Asian,Senior,MISSISSIPPI
MS,0.426164443,American Indian or Alaska Native,Senior,MISSISSIPPI
MS,0.541285017,Native Hawaian or Pacific Islander,Senior,MISSISSIPPI
MS,1.023507188,White,Asthma,MISSISSIPPI
MS,0.98958819,Black,Asthma,MISSISSIPPI
MS,0.279628706,Hispanic,Asthma,MISSISSIPPI
MS,0.522537544,Asian,Asthma,MISSISSIPPI
MS,0.33229762,Native Hawaian or Pacific Islander,Asthma,MISSISSIPPI
MS,3.498884208,American Indian or Alaska Native,Asthma,MISSISSIPPI
MS,1.141247435,White,COPD,MISSISSIPPI
MS,0.819067451,Black,COPD,MISSISSIPPI
MS,0.173805502,Hispanic,COPD,MISSISSIPPI
MS,0.821368769,Asian,COPD,MISSISSIPPI
MS,0.216647474,Native Hawaian or Pacific Islander,COPD,MISSISSIPPI
MS,5.073095951,American Indian or Alaska Native,COPD,MISSISSIPPI
MS,0.981814724,White,Diabetes,MISSISSIPPI
MS,1.068260081,Black,Diabetes,MISSISSIPPI
MS,0.296247263,Hispanic,Diabetes,MISSISSIPPI
MS,0.746700661,Asian,Diabetes,MISSISSIPPI
MS,0.07039617,Native Hawaian or Pacific Islander,Diabetes,MISSISSIPPI
MS,2.511020842,American Indian or Alaska Native,Diabetes,MISSISSIPPI
MS,1.004277754,White,Kidney Disease,MISSISSIPPI
MS,1.01252791,Black,Kidney Disease,MISSISSIPPI
MS,NA,Hispanic,Kidney Disease,MISSISSIPPI
MS,NA,Asian,Kidney Disease,MISSISSIPPI
MS,5.01195301,American Indian or Alaska Native,Kidney Disease,MISSISSIPPI
MS,NA,Native Hawaian or Pacific Islander,Kidney Disease,MISSISSIPPI
MS,0.965521983,White,Obesity,MISSISSIPPI
MS,1.095239508,Black,Obesity,MISSISSIPPI
MS,0.41032186,Hispanic,Obesity,MISSISSIPPI
MS,0.105446249,Asian,Obesity,MISSISSIPPI
MS,1.896728196,American Indian or Alaska Native,Obesity,MISSISSIPPI
MS,0.163658512,Native Hawaian or Pacific Islander,Obesity,MISSISSIPPI
MS,1.094291925,White,Smoking,MISSISSIPPI
MS,0.861947618,Black,Smoking,MISSISSIPPI
MS,0.225891684,Hispanic,Smoking,MISSISSIPPI
MS,0.203560598,Asian,Smoking,MISSISSIPPI
MS,0.381898271,Native Hawaian or Pacific Islander,Smoking,MISSISSIPPI
MS,3.730690405,American Indian or Alaska Native,Smoking,MISSISSIPPI
MO,1.116686079,White,Senior,MISSOURI
MO,0.673346378,Black,Senior,MISSOURI
MO,0.325907804,Hispanic,Senior,MISSOURI
MO,0.513713626,Asian,Senior,MISSOURI
MO,0.800723677,American Indian or Alaska Native,Senior,MISSOURI
MO,0.468365132,Native Hawaian or Pacific Islander,Senior,MISSOURI
MO,1.002488545,White,Asthma,MISSOURI
MO,1.182279132,Black,Asthma,MISSOURI
MO,0.620869317,Hispanic,Asthma,MISSOURI
MO,0.514174765,Asian,Asthma,MISSOURI
MO,0.323208459,Native Hawaian or Pacific Islander,Asthma,MISSOURI
MO,4.213597509,American Indian or Alaska Native,Asthma,MISSOURI
MO,1.056696297,White,COPD,MISSOURI
MO,0.777016342,Black,COPD,MISSOURI
MO,0.492911254,Hispanic,COPD,MISSOURI
MO,1.121611425,Asian,COPD,MISSOURI
MO,0.261789746,Native Hawaian or Pacific Islander,COPD,MISSOURI
MO,4.769524781,American Indian or Alaska Native,COPD,MISSOURI
MO,0.964551972,White,Diabetes,MISSOURI
MO,1.183620717,Black,Diabetes,MISSOURI
MO,1.235089328,Hispanic,Diabetes,MISSOURI
MO,0.846172404,Asian,Diabetes,MISSOURI
MO,0.058871716,Native Hawaian or Pacific Islander,Diabetes,MISSOURI
MO,4.394501487,American Indian or Alaska Native,Diabetes,MISSOURI
MO,0.9688135,White,Kidney Disease,MISSOURI
MO,1.149758656,Black,Kidney Disease,MISSOURI
MO,1.399492498,Hispanic,Kidney Disease,MISSOURI
MO,NA,Asian,Kidney Disease,MISSOURI
MO,0.816516648,American Indian or Alaska Native,Kidney Disease,MISSOURI
MO,0.713971349,Native Hawaian or Pacific Islander,Kidney Disease,MISSOURI
MO,0.969019515,White,Obesity,MISSOURI
MO,1.237836117,Black,Obesity,MISSOURI
MO,1.208296608,Hispanic,Obesity,MISSOURI
MO,0.296760586,Asian,Obesity,MISSOURI
MO,3.756628619,American Indian or Alaska Native,Obesity,MISSOURI
MO,0.019555432,Native Hawaian or Pacific Islander,Obesity,MISSOURI
MO,0.997338175,White,Smoking,MISSOURI
MO,1.079034631,Black,Smoking,MISSOURI
MO,0.784014764,Hispanic,Smoking,MISSOURI
MO,0.834069029,Asian,Smoking,MISSOURI
MO,0.148706562,Native Hawaian or Pacific Islander,Smoking,MISSOURI
MO,4.179812011,American Indian or Alaska Native,Smoking,MISSOURI
MT,1.095201671,White,Senior,MONTANA
MT,0.265914487,Black,Senior,MONTANA
MT,0.325982655,Hispanic,Senior,MONTANA
MT,0.86916771,Asian,Senior,MONTANA
MT,0.434377785,American Indian or Alaska Native,Senior,MONTANA
MT,0.372502712,Native Hawaian or Pacific Islander,Senior,MONTANA
MT,0.988730981,White,Asthma,MONTANA
MT,0.844009694,Black,Asthma,MONTANA
MT,0.870326484,Hispanic,Asthma,MONTANA
MT,3.825290014,Asian,Asthma,MONTANA
MT,0.280978419,Native Hawaian or Pacific Islander,Asthma,MONTANA
MT,1.144247335,American Indian or Alaska Native,Asthma,MONTANA
MT,1.019356568,White,COPD,MONTANA
MT,NA,Black,COPD,MONTANA
MT,0.923042338,Hispanic,COPD,MONTANA
MT,NA,Asian,COPD,MONTANA
MT,NA,Native Hawaian or Pacific Islander,COPD,MONTANA
MT,0.976302577,American Indian or Alaska Native,COPD,MONTANA
MT,0.97732661,White,Diabetes,MONTANA
MT,1.471887978,Black,Diabetes,MONTANA
MT,0.411545395,Hispanic,Diabetes,MONTANA
MT,2.31020845,Asian,Diabetes,MONTANA
MT,NA,Native Hawaian or Pacific Islander,Diabetes,MONTANA
MT,1.660866677,American Indian or Alaska Native,Diabetes,MONTANA
MT,0.972829353,White,Kidney Disease,MONTANA
MT,NA,Black,Kidney Disease,MONTANA
MT,0.169092175,Hispanic,Kidney Disease,MONTANA
MT,NA,Asian,Kidney Disease,MONTANA
MT,1.941053126,American Indian or Alaska Native,Kidney Disease,MONTANA
MT,1.662181177,Native Hawaian or Pacific Islander,Kidney Disease,MONTANA
MT,0.9941849,White,Obesity,MONTANA
MT,1.422966218,Black,Obesity,MONTANA
MT,0.69932887,Hispanic,Obesity,MONTANA
MT,1.872560904,Asian,Obesity,MONTANA
MT,1.293624833,American Indian or Alaska Native,Obesity,MONTANA
MT,0.557260855,Native Hawaian or Pacific Islander,Obesity,MONTANA
MT,0.937544903,White,Smoking,MONTANA
MT,1.307289036,Black,Smoking,MONTANA
MT,0.916480259,Hispanic,Smoking,MONTANA
MT,2.793537505,Asian,Smoking,MONTANA
MT,0.540641391,Native Hawaian or Pacific Islander,Smoking,MONTANA
MT,1.763536587,American Indian or Alaska Native,Smoking,MONTANA
NE,1.178776438,White,Senior,NEBRASKA
NE,0.471204131,Black,Senior,NEBRASKA
NE,0.243464221,Hispanic,Senior,NEBRASKA
NE,0.575637344,Asian,Senior,NEBRASKA
NE,0.43582436,American Indian or Alaska Native,Senior,NEBRASKA
NE,0.316732444,Native Hawaian or Pacific Islander,Senior,NEBRASKA
NE,1.058493682,White,Asthma,NEBRASKA
NE,1.110515257,Black,Asthma,NEBRASKA
NE,0.480423832,Hispanic,Asthma,NEBRASKA
NE,0.197168951,Asian,Asthma,NEBRASKA
NE,0.292775283,Native Hawaian or Pacific Islander,Asthma,NEBRASKA
NE,2.221954789,American Indian or Alaska Native,Asthma,NEBRASKA
NE,1.098993282,White,COPD,NEBRASKA
NE,0.670783645,Black,COPD,NEBRASKA
NE,0.410812493,Hispanic,COPD,NEBRASKA
NE,0.411948005,Asian,COPD,NEBRASKA
NE,NA,Native Hawaian or Pacific Islander,COPD,NEBRASKA
NE,3.054977081,American Indian or Alaska Native,COPD,NEBRASKA
NE,1.018678006,White,Diabetes,NEBRASKA
NE,1.282471767,Black,Diabetes,NEBRASKA
NE,0.798888984,Hispanic,Diabetes,NEBRASKA
NE,1.347376096,Asian,Diabetes,NEBRASKA
NE,NA,Native Hawaian or Pacific Islander,Diabetes,NEBRASKA
NE,2.875973229,American Indian or Alaska Native,Diabetes,NEBRASKA
NE,1.082257049,White,Kidney Disease,NEBRASKA
NE,0.895157778,Black,Kidney Disease,NEBRASKA
NE,0.480710125,Hispanic,Kidney Disease,NEBRASKA
NE,NA,Asian,Kidney Disease,NEBRASKA
NE,3.158869988,American Indian or Alaska Native,Kidney Disease,NEBRASKA
NE,0.59271071,Native Hawaian or Pacific Islander,Kidney Disease,NEBRASKA
NE,1.047400728,White,Obesity,NEBRASKA
NE,1.180818701,Black,Obesity,NEBRASKA
NE,0.74239044,Hispanic,Obesity,NEBRASKA
NE,0.833634211,Asian,Obesity,NEBRASKA
NE,1.652919171,American Indian or Alaska Native,Obesity,NEBRASKA
NE,0.039682587,Native Hawaian or Pacific Islander,Obesity,NEBRASKA
NE,0.998838279,White,Smoking,NEBRASKA
NE,1.750491511,Black,Smoking,NEBRASKA
NE,0.635934571,Hispanic,Smoking,NEBRASKA
NE,0.592461949,Asian,Smoking,NEBRASKA
NE,0.103936442,Native Hawaian or Pacific Islander,Smoking,NEBRASKA
NE,2.846014294,American Indian or Alaska Native,Smoking,NEBRASKA
NV,1.456093536,White,Senior,NEVADA
NV,0.706858949,Black,Senior,NEVADA
NV,0.361186476,Hispanic,Senior,NEVADA
NV,1.564664295,Asian,Senior,NEVADA
NV,0.840775107,American Indian or Alaska Native,Senior,NEVADA
NV,0.936455626,Native Hawaian or Pacific Islander,Senior,NEVADA
NV,0.975745077,White,Asthma,NEVADA
NV,1.239260997,Black,Asthma,NEVADA
NV,0.785365541,Hispanic,Asthma,NEVADA
NV,7.652524584,Asian,Asthma,NEVADA
NV,0.007151983,Native Hawaian or Pacific Islander,Asthma,NEVADA
NV,1.274107996,American Indian or Alaska Native,Asthma,NEVADA
NV,1.389727685,White,COPD,NEVADA
NV,0.924812015,Black,COPD,NEVADA
NV,0.461371349,Hispanic,COPD,NEVADA
NV,2.387013981,Asian,COPD,NEVADA
NV,NA,Native Hawaian or Pacific Islander,COPD,NEVADA
NV,1.42678231,American Indian or Alaska Native,COPD,NEVADA
NV,0.941705712,White,Diabetes,NEVADA
NV,1.452872876,Black,Diabetes,NEVADA
NV,0.953661525,Hispanic,Diabetes,NEVADA
NV,6.020105296,Asian,Diabetes,NEVADA
NV,0.111001645,Native Hawaian or Pacific Islander,Diabetes,NEVADA
NV,0.771019316,American Indian or Alaska Native,Diabetes,NEVADA
NV,0.969293497,White,Kidney Disease,NEVADA
NV,1.035869736,Black,Kidney Disease,NEVADA
NV,0.904427804,Hispanic,Kidney Disease,NEVADA
NV,4.185675927,Asian,Kidney Disease,NEVADA
NV,1.278847843,American Indian or Alaska Native,Kidney Disease,NEVADA
NV,NA,Native Hawaian or Pacific Islander,Kidney Disease,NEVADA
NV,1.013908086,White,Obesity,NEVADA
NV,1.486272881,Black,Obesity,NEVADA
NV,0.99510338,Hispanic,Obesity,NEVADA
NV,2.504872845,Asian,Obesity,NEVADA
NV,1.250832741,American Indian or Alaska Native,Obesity,NEVADA
NV,0.147950888,Native Hawaian or Pacific Islander,Obesity,NEVADA
NV,1.118554864,White,Smoking,NEVADA
NV,1.389275642,Black,Smoking,NEVADA
NV,0.640210461,Hispanic,Smoking,NEVADA
NV,3.645849196,Asian,Smoking,NEVADA
NV,0.27437209,Native Hawaian or Pacific Islander,Smoking,NEVADA
NV,3.298949055,American Indian or Alaska Native,Smoking,NEVADA
NH,1.069202461,White,Senior,NEW HAMPSHIRE
NH,0.391644454,Black,Senior,NEW HAMPSHIRE
NH,0.306786885,Hispanic,Senior,NEW HAMPSHIRE
NH,0.618564435,Asian,Senior,NEW HAMPSHIRE
NH,0.562771851,American Indian or Alaska Native,Senior,NEW HAMPSHIRE
NH,0.251996899,Native Hawaian or Pacific Islander,Senior,NEW HAMPSHIRE
NH,1.007750004,White,Asthma,NEW HAMPSHIRE
NH,0.72642372,Black,Asthma,NEW HAMPSHIRE
NH,1.099355815,Hispanic,Asthma,NEW HAMPSHIRE
NH,0.802109238,Asian,Asthma,NEW HAMPSHIRE
NH,0.067472088,Native Hawaian or Pacific Islander,Asthma,NEW HAMPSHIRE
NH,10.17522631,American Indian or Alaska Native,Asthma,NEW HAMPSHIRE
NH,1.020750709,White,COPD,NEW HAMPSHIRE
NH,1.129969826,Black,COPD,NEW HAMPSHIRE
NH,0.154153907,Hispanic,COPD,NEW HAMPSHIRE
NH,NA,Asian,COPD,NEW HAMPSHIRE
NH,NA,Native Hawaian or Pacific Islander,COPD,NEW HAMPSHIRE
NH,13.78224722,American Indian or Alaska Native,COPD,NEW HAMPSHIRE
NH,1.033088318,White,Diabetes,NEW HAMPSHIRE
NH,0.480206229,Black,Diabetes,NEW HAMPSHIRE
NH,0.688552923,Hispanic,Diabetes,NEW HAMPSHIRE
NH,1.863506638,Asian,Diabetes,NEW HAMPSHIRE
NH,0.018938246,Native Hawaian or Pacific Islander,Diabetes,NEW HAMPSHIRE
NH,2.600854875,American Indian or Alaska Native,Diabetes,NEW HAMPSHIRE
NH,1.086039023,White,Kidney Disease,NEW HAMPSHIRE
NH,NA,Black,Kidney Disease,NEW HAMPSHIRE
NH,NA,Hispanic,Kidney Disease,NEW HAMPSHIRE
NH,NA,Asian,Kidney Disease,NEW HAMPSHIRE
NH,3.296445459,American Indian or Alaska Native,Kidney Disease,NEW HAMPSHIRE
NH,NA,Native Hawaian or Pacific Islander,Kidney Disease,NEW HAMPSHIRE
NH,1.03195276,White,Obesity,NEW HAMPSHIRE
NH,0.636781593,Black,Obesity,NEW HAMPSHIRE
NH,0.558975306,Hispanic,Obesity,NEW HAMPSHIRE
NH,1.409309444,Asian,Obesity,NEW HAMPSHIRE
NH,5.423819985,American Indian or Alaska Native,Obesity,NEW HAMPSHIRE
NH,0.046137481,Native Hawaian or Pacific Islander,Obesity,NEW HAMPSHIRE
NH,1.012086431,White,Smoking,NEW HAMPSHIRE
NH,0.383915867,Black,Smoking,NEW HAMPSHIRE
NH,0.6595201,Hispanic,Smoking,NEW HAMPSHIRE
NH,1.810910658,Asian,Smoking,NEW HAMPSHIRE
NH,0.050469595,Native Hawaian or Pacific Islander,Smoking,NEW HAMPSHIRE
NH,5.611068772,American Indian or Alaska Native,Smoking,NEW HAMPSHIRE
NJ,1.313888657,White,Senior,NEW JERSEY
NJ,0.762982764,Black,Senior,NEW JERSEY
NJ,0.481226768,Hispanic,Senior,NEW JERSEY
NJ,0.842385187,Asian,Senior,NEW JERSEY
NJ,1.015334016,American Indian or Alaska Native,Senior,NEW JERSEY
NJ,0.654526411,Native Hawaian or Pacific Islander,Senior,NEW JERSEY
NJ,0.977599473,White,Asthma,NEW JERSEY
NJ,1.522602975,Black,Asthma,NEW JERSEY
NJ,0.983766396,Hispanic,Asthma,NEW JERSEY
NJ,1.274754518,Asian,Asthma,NEW JERSEY
NJ,NA,Native Hawaian or Pacific Islander,Asthma,NEW JERSEY
NJ,14.80466393,American Indian or Alaska Native,Asthma,NEW JERSEY
NJ,1.264479568,White,COPD,NEW JERSEY
NJ,0.773411904,Black,COPD,NEW JERSEY
NJ,0.583565514,Hispanic,COPD,NEW JERSEY
NJ,1.756262209,Asian,COPD,NEW JERSEY
NJ,NA,Native Hawaian or Pacific Islander,COPD,NEW JERSEY
NJ,20.13447899,American Indian or Alaska Native,COPD,NEW JERSEY
NJ,1.007575821,White,Diabetes,NEW JERSEY
NJ,1.397396823,Black,Diabetes,NEW JERSEY
NJ,0.866434027,Hispanic,Diabetes,NEW JERSEY
NJ,3.306583159,Asian,Diabetes,NEW JERSEY
NJ,NA,Native Hawaian or Pacific Islander,Diabetes,NEW JERSEY
NJ,5.941422846,American Indian or Alaska Native,Diabetes,NEW JERSEY
NJ,1.190152611,White,Kidney Disease,NEW JERSEY
NJ,0.565492679,Black,Kidney Disease,NEW JERSEY
NJ,1.323047911,Hispanic,Kidney Disease,NEW JERSEY
NJ,NA,Asian,Kidney Disease,NEW JERSEY
NJ,NA,American Indian or Alaska Native,Kidney Disease,NEW JERSEY
NJ,NA,Native Hawaian or Pacific Islander,Kidney Disease,NEW JERSEY
NJ,1.065601812,White,Obesity,NEW JERSEY
NJ,1.288942739,Black,Obesity,NEW JERSEY
NJ,0.860281485,Hispanic,Obesity,NEW JERSEY
NJ,2.711486833,Asian,Obesity,NEW JERSEY
NJ,9.706115594,American Indian or Alaska Native,Obesity,NEW JERSEY
NJ,0.003673568,Native Hawaian or Pacific Islander,Obesity,NEW JERSEY
NJ,1.118535093,White,Smoking,NEW JERSEY
NJ,0.935058785,Black,Smoking,NEW JERSEY
NJ,0.955147438,Hispanic,Smoking,NEW JERSEY
NJ,3.158578096,Asian,Smoking,NEW JERSEY
NJ,0.006593336,Native Hawaian or Pacific Islander,Smoking,NEW JERSEY
NJ,1.063425949,American Indian or Alaska Native,Smoking,NEW JERSEY
NM,1.562794403,White,Senior,NEW MEXICO
NM,0.818589747,Black,Senior,NEW MEXICO
NM,0.670903142,Hispanic,Senior,NEW MEXICO
NM,1.045373789,Asian,Senior,NEW MEXICO
NM,0.604549345,American Indian or Alaska Native,Senior,NEW MEXICO
NM,0.542421605,Native Hawaian or Pacific Islander,Senior,NEW MEXICO
NM,1.192312306,White,Asthma,NEW MEXICO
NM,0.620670277,Black,Asthma,NEW MEXICO
NM,0.87034739,Hispanic,Asthma,NEW MEXICO
NM,2.3227763,Asian,Asthma,NEW MEXICO
NM,NA,Native Hawaian or Pacific Islander,Asthma,NEW MEXICO
NM,0.972751179,American Indian or Alaska Native,Asthma,NEW MEXICO
NM,1.468756519,White,COPD,NEW MEXICO
NM,0.601873326,Black,COPD,NEW MEXICO
NM,0.76482772,Hispanic,COPD,NEW MEXICO
NM,0.578778251,Asian,COPD,NEW MEXICO
NM,0.398594467,Native Hawaian or Pacific Islander,COPD,NEW MEXICO
NM,0.53945098,American Indian or Alaska Native,COPD,NEW MEXICO
NM,0.824093136,White,Diabetes,NEW MEXICO
NM,1.359817685,Black,Diabetes,NEW MEXICO
NM,1.041978641,Hispanic,Diabetes,NEW MEXICO
NM,3.074454829,Asian,Diabetes,NEW MEXICO
NM,0.145870976,Native Hawaian or Pacific Islander,Diabetes,NEW MEXICO
NM,1.568415528,American Indian or Alaska Native,Diabetes,NEW MEXICO
NM,1.142893533,White,Kidney Disease,NEW MEXICO
NM,1.985958085,Black,Kidney Disease,NEW MEXICO
NM,0.826784329,Hispanic,Kidney Disease,NEW MEXICO
NM,NA,Asian,Kidney Disease,NEW MEXICO
NM,1.337244145,American Indian or Alaska Native,Kidney Disease,NEW MEXICO
NM,NA,Native Hawaian or Pacific Islander,Kidney Disease,NEW MEXICO
NM,0.882965758,White,Obesity,NEW MEXICO
NM,0.679527575,Black,Obesity,NEW MEXICO
NM,1.105019277,Hispanic,Obesity,NEW MEXICO
NM,0.370506265,Asian,Obesity,NEW MEXICO
NM,1.195269626,American Indian or Alaska Native,Obesity,NEW MEXICO
NM,0.192098139,Native Hawaian or Pacific Islander,Obesity,NEW MEXICO
NM,1.05845529,White,Smoking,NEW MEXICO
NM,0.716024208,Black,Smoking,NEW MEXICO
NM,0.970633116,Hispanic,Smoking,NEW MEXICO
NM,1.026307521,Asian,Smoking,NEW MEXICO
NM,0.225076619,Native Hawaian or Pacific Islander,Smoking,NEW MEXICO
NM,1.031040579,American Indian or Alaska Native,Smoking,NEW MEXICO
NY,1.254770741,White,Senior,NEW YORK
NY,0.818381572,Black,Senior,NEW YORK
NY,0.571324133,Hispanic,Senior,NEW YORK
NY,0.882469111,Asian,Senior,NEW YORK
NY,0.891037226,American Indian or Alaska Native,Senior,NEW YORK
NY,0.651036372,Native Hawaian or Pacific Islander,Senior,NEW YORK
NY,0.986611223,White,Asthma,NEW YORK
NY,1.053351751,Black,Asthma,NEW YORK
NY,1.1310352,Hispanic,Asthma,NEW YORK
NY,1.61980839,Asian,Asthma,NEW YORK
NY,0.033459626,Native Hawaian or Pacific Islander,Asthma,NEW YORK
NY,0.751167024,American Indian or Alaska Native,Asthma,NEW YORK
NY,1.158630906,White,COPD,NEW YORK
NY,0.864935712,Black,COPD,NEW YORK
NY,0.864548449,Hispanic,COPD,NEW YORK
NY,1.032891477,Asian,COPD,NEW YORK
NY,0.031011906,Native Hawaian or Pacific Islander,COPD,NEW YORK
NY,1.208607098,American Indian or Alaska Native,COPD,NEW YORK
NY,0.857212587,White,Diabetes,NEW YORK
NY,1.315774706,Black,Diabetes,NEW YORK
NY,0.962342197,Hispanic,Diabetes,NEW YORK
NY,3.32684986,Asian,Diabetes,NEW YORK
NY,0.082494359,Native Hawaian or Pacific Islander,Diabetes,NEW YORK
NY,1.415349994,American Indian or Alaska Native,Diabetes,NEW YORK
NY,0.896924761,White,Kidney Disease,NEW YORK
NY,1.16846853,Black,Kidney Disease,NEW YORK
NY,1.160548835,Hispanic,Kidney Disease,NEW YORK
NY,2.461829099,Asian,Kidney Disease,NEW YORK
NY,0.582261745,American Indian or Alaska Native,Kidney Disease,NEW YORK
NY,0.003271533,Native Hawaian or Pacific Islander,Kidney Disease,NEW YORK
NY,1.028968256,White,Obesity,NEW YORK
NY,1.167146773,Black,Obesity,NEW YORK
NY,1.033757662,Hispanic,Obesity,NEW YORK
NY,1.062116837,Asian,Obesity,NEW YORK
NY,0.970792656,American Indian or Alaska Native,Obesity,NEW YORK
NY,0.063670002,Native Hawaian or Pacific Islander,Obesity,NEW YORK
NY,1.072352131,White,Smoking,NEW YORK
NY,1.075457553,Black,Smoking,NEW YORK
NY,0.884721526,Hispanic,Smoking,NEW YORK
NY,1.3330687,Asian,Smoking,NEW YORK
NY,0.063274149,Native Hawaian or Pacific Islander,Smoking,NEW YORK
NY,1.426880092,American Indian or Alaska Native,Smoking,NEW YORK
NC,1.248393603,White,Senior,NORTH CAROLINA
NC,0.765634287,Black,Senior,NORTH CAROLINA
NC,0.203110044,Hispanic,Senior,NORTH CAROLINA
NC,0.626102196,Asian,Senior,NORTH CAROLINA
NC,0.810253126,American Indian or Alaska Native,Senior,NORTH CAROLINA
NC,0.426690005,Native Hawaian or Pacific Islander,Senior,NORTH CAROLINA
NC,1.017742262,White,Asthma,NORTH CAROLINA
NC,1.094093082,Black,Asthma,NORTH CAROLINA
NC,0.559898671,Hispanic,Asthma,NORTH CAROLINA
NC,2.250319612,Asian,Asthma,NORTH CAROLINA
NC,0.048484162,Native Hawaian or Pacific Islander,Asthma,NORTH CAROLINA
NC,2.773368672,American Indian or Alaska Native,Asthma,NORTH CAROLINA
NC,1.201998222,White,COPD,NORTH CAROLINA
NC,0.743801736,Black,COPD,NORTH CAROLINA
NC,0.232977979,Hispanic,COPD,NORTH CAROLINA
NC,0.44751545,Asian,COPD,NORTH CAROLINA
NC,NA,Native Hawaian or Pacific Islander,COPD,NORTH CAROLINA
NC,3.037917172,American Indian or Alaska Native,COPD,NORTH CAROLINA
NC,1.015349864,White,Diabetes,NORTH CAROLINA
NC,1.26049126,Black,Diabetes,NORTH CAROLINA
NC,0.526198837,Hispanic,Diabetes,NORTH CAROLINA
NC,0.668689439,Asian,Diabetes,NORTH CAROLINA
NC,0.033441003,Native Hawaian or Pacific Islander,Diabetes,NORTH CAROLINA
NC,1.563250658,American Indian or Alaska Native,Diabetes,NORTH CAROLINA
NC,0.961704254,White,Kidney Disease,NORTH CAROLINA
NC,1.330000478,Black,Kidney Disease,NORTH CAROLINA
NC,0.493788106,Hispanic,Kidney Disease,NORTH CAROLINA
NC,1.141004222,Asian,Kidney Disease,NORTH CAROLINA
NC,3.885195363,American Indian or Alaska Native,Kidney Disease,NORTH CAROLINA
NC,NA,Native Hawaian or Pacific Islander,Kidney Disease,NORTH CAROLINA
NC,0.952517025,White,Obesity,NORTH CAROLINA
NC,1.337653844,Black,Obesity,NORTH CAROLINA
NC,0.644354953,Hispanic,Obesity,NORTH CAROLINA
NC,0.740424359,Asian,Obesity,NORTH CAROLINA
NC,2.168338979,American Indian or Alaska Native,Obesity,NORTH CAROLINA
NC,0.094472407,Native Hawaian or Pacific Islander,Obesity,NORTH CAROLINA
NC,1.09521856,White,Smoking,NORTH CAROLINA
NC,0.970853031,Black,Smoking,NORTH CAROLINA
NC,0.508721329,Hispanic,Smoking,NORTH CAROLINA
NC,0.714816672,Asian,Smoking,NORTH CAROLINA
NC,NA,Native Hawaian or Pacific Islander,Smoking,NORTH CAROLINA
NC,2.558730571,American Indian or Alaska Native,Smoking,NORTH CAROLINA
ND,1.131006253,White,Senior,NORTH DAKOTA
ND,0.091155691,Black,Senior,NORTH DAKOTA
ND,0.188315341,Hispanic,Senior,NORTH DAKOTA
ND,0.420867688,Asian,Senior,NORTH DAKOTA
ND,0.374958928,American Indian or Alaska Native,Senior,NORTH DAKOTA
ND,0.346708659,Native Hawaian or Pacific Islander,Senior,NORTH DAKOTA
ND,0.989475678,White,Asthma,NORTH DAKOTA
